" Date","AMZN EV/S (LTM)","NFLX EV/S (LTM)","AAPL EV/S (LTM)","FB EV/S (LTM)","GOOGL EV/S (LTM)"
01-12-2000,"18.27","0.00","1.84","0.00","0.00"
01-11-2000,"19.16","0.00","1.98","0.00","0.00"
01-10-2000,"19.85","0.00","2.12","0.00","0.00"
01-07-2000,"19.95","0.00","2.16","0.00","0.00"
01-06-2000,"18.83","0.00","2.04","0.00","0.00"
01-05-2000,"20.00","0.00","2.28","0.00","0.00"
01-04-2000,"23.42","0.00","2.24","0.00","0.00"
01-03-2000,"25.50","0.00","2.49","0.00","0.00"
12-31-1999,"21.79","0.00","2.25","0.00","0.00"
12-30-1999,"22.61","0.00","2.18","0.00","0.00"
12-29-1999,"23.85","0.00","2.19","0.00","0.00"
12-28-1999,"23.52","0.00","2.13","0.00","0.00"
12-27-1999,"23.19","0.00","2.16","0.00","0.00"
12-23-1999,"25.67","0.00","2.27","0.00","0.00"
12-22-1999,"27.83","0.00","2.17","0.00","0.00"
12-21-1999,"28.44","0.00","2.16","0.00","0.00"
12-20-1999,"27.63","0.00","2.04","0.00","0.00"
12-17-1999,"26.81","0.00","2.09","0.00","0.00"
12-16-1999,"27.04","0.00","2.05","0.00","0.00"
12-15-1999,"27.49","0.00","2.02","0.00","0.00"
12-14-1999,"27.25","0.00","1.96","0.00","0.00"
12-13-1999,"29.17","0.00","2.07","0.00","0.00"
12-10-1999,"30.35","0.00","2.17","0.00","0.00"
12-09-1999,"29.49","0.00","2.23","0.00","0.00"
12-08-1999,"25.27","0.00","2.35","0.00","0.00"
12-07-1999,"24.57","0.00","2.54","0.00","0.00"
12-06-1999,"25.04","0.00","2.50","0.00","0.00"
12-03-1999,"24.71","0.00","2.47","0.00","0.00"
12-02-1999,"25.41","0.00","2.35","0.00","0.00"
12-01-1999,"24.27","0.00","2.17","0.00","0.00"
11-30-1999,"24.29","0.00","2.04","0.00","0.00"
11-29-1999,"25.80","0.00","1.96","0.00","0.00"
11-26-1999,"26.55","0.00","1.97","0.00","0.00"
11-24-1999,"24.90","0.00","1.96","0.00","0.00"
11-23-1999,"23.36","0.00","1.91","0.00","0.00"
11-22-1999,"23.01","0.00","1.86","0.00","0.00"
11-19-1999,"22.30","0.00","1.90","0.00","0.00"
11-18-1999,"22.30","0.00","1.83","0.00","0.00"
11-17-1999,"21.89","0.00","1.85","0.00","0.00"
11-16-1999,"22.58","0.00","1.87","0.00","0.00"
11-15-1999,"21.05","0.00","1.83","0.00","0.00"
11-12-1999,"25.21","0.00","1.86","0.00","0.00"
11-11-1999,"24.57","0.00","1.90","0.00","0.00"
11-10-1999,"24.24","0.00","1.88","0.00","0.00"
11-09-1999,"23.84","0.00","1.83","0.00","0.00"
11-08-1999,"26.23","0.00","2.00","0.00","0.00"
11-05-1999,"21.89","0.00","1.80","0.00","0.00"
11-04-1999,"21.27","0.00","1.68","0.00","0.00"
11-03-1999,"22.18","0.00","1.63","0.00","0.00"
11-02-1999,"22.39","0.00","1.59","0.00","0.00"
11-01-1999,"23.28","0.00","1.53","0.00","0.00"
10-29-1999,"23.78","0.00","1.59","0.00","0.00"
10-28-1999,"23.91","0.00","1.53","0.00","0.00"
10-27-1999,"25.55","0.00","1.50","0.00","0.00"
10-26-1999,"27.31","0.00","1.46","0.00","0.00"
10-25-1999,"27.81","0.00","1.45","0.00","0.00"
10-22-1999,"26.44","0.00","1.43","0.00","0.00"
10-21-1999,"27.15","0.00","1.49","0.00","0.00"
10-20-1999,"27.06","0.00","1.46","0.00","0.00"
10-19-1999,"25.77","0.00","1.30","0.00","0.00"
10-18-1999,"24.92","0.00","1.42","0.00","0.00"
10-15-1999,"25.26","0.00","1.45","0.00","0.00"
10-14-1999,"26.76","0.00","1.42","0.00","0.00"
10-13-1999,"26.88","0.00","1.18","0.00","0.00"
10-12-1999,"28.54","0.00","1.30","0.00","0.00"
10-11-1999,"29.68","0.00","1.27","0.00","0.00"
10-08-1999,"29.97","0.00","1.24","0.00","0.00"
10-07-1999,"29.33","0.00","1.26","0.00","0.00"
10-06-1999,"27.71","0.00","1.28","0.00","0.00"
10-05-1999,"26.38","0.00","1.30","0.00","0.00"
10-04-1999,"25.92","0.00","1.22","0.00","0.00"
10-01-1999,"25.98","0.00","1.14","0.00","0.00"
09-30-1999,"26.88","0.00","1.19","0.00","0.00"
09-29-1999,"27.15","0.00","1.08","0.00","0.00"
09-28-1999,"22.20","0.00","1.09","0.00","0.00"
09-27-1999,"21.10","0.00","1.13","0.00","0.00"
09-24-1999,"21.91","0.00","1.23","0.00","0.00"
09-23-1999,"21.00","0.00","1.19","0.00","0.00"
09-22-1999,"22.24","0.00","1.36","0.00","0.00"
09-21-1999,"21.00","0.00","1.34","0.00","0.00"
09-20-1999,"21.16","0.00","1.58","0.00","0.00"
09-17-1999,"21.52","0.00","1.53","0.00","0.00"
09-16-1999,"21.99","0.00","1.53","0.00","0.00"
09-15-1999,"22.10","0.00","1.49","0.00","0.00"
09-14-1999,"22.24","0.00","1.55","0.00","0.00"
09-13-1999,"21.35","0.00","1.48","0.00","0.00"
09-10-1999,"22.41","0.00","1.54","0.00","0.00"
09-09-1999,"21.45","0.00","1.50","0.00","0.00"
09-08-1999,"20.73","0.00","1.47","0.00","0.00"
09-07-1999,"21.23","0.00","1.52","0.00","0.00"
09-03-1999,"21.06","0.00","1.44","0.00","0.00"
09-02-1999,"20.27","0.00","1.37","0.00","0.00"
09-01-1999,"20.09","0.00","1.32","0.00","0.00"
08-31-1999,"20.98","0.00","1.23","0.00","0.00"
08-30-1999,"20.13","0.00","1.15","0.00","0.00"
08-27-1999,"21.66","0.00","1.22","0.00","0.00"
08-26-1999,"21.67","0.00","1.15","0.00","0.00"
08-25-1999,"22.39","0.00","1.14","0.00","0.00"
08-24-1999,"20.26","0.00","1.11","0.00","0.00"
08-23-1999,"19.98","0.00","1.12","0.00","0.00"
08-20-1999,"19.16","0.00","1.08","0.00","0.00"
08-19-1999,"17.94","0.00","1.07","0.00","0.00"
08-18-1999,"19.11","0.00","1.10","0.00","0.00"
08-17-1999,"18.46","0.00","1.11","0.00","0.00"
08-16-1999,"16.65","0.00","1.11","0.00","0.00"
08-13-1999,"19.41","0.00","1.10","0.00","0.00"
08-12-1999,"18.28","0.00","1.10","0.00","0.00"
08-11-1999,"18.12","0.00","1.09","0.00","0.00"
08-10-1999,"18.13","0.00","0.98","0.00","0.00"
08-09-1999,"17.04","0.00","0.96","0.00","0.00"
08-06-1999,"17.85","0.00","0.95","0.00","0.00"
08-05-1999,"19.37","0.00","0.92","0.00","0.00"
08-04-1999,"17.62","0.00","0.90","0.00","0.00"
08-03-1999,"18.90","0.00","0.93","0.00","0.00"
08-02-1999,"18.73","0.00","0.94","0.00","0.00"
07-30-1999,"19.93","0.00","0.94","0.00","0.00"
07-29-1999,"20.22","0.00","0.90","0.00","0.00"
07-28-1999,"21.05","0.00","0.91","0.00","0.00"
07-27-1999,"20.11","0.00","0.89","0.00","0.00"
07-26-1999,"21.09","0.00","0.83","0.00","0.00"
07-23-1999,"22.80","0.00","0.89","0.00","0.00"
07-22-1999,"21.34","0.00","0.87","0.00","0.00"
07-21-1999,"24.95","0.00","0.90","0.00","0.00"
07-20-1999,"23.90","0.00","0.88","0.00","0.00"
07-19-1999,"26.18","0.00","0.91","0.00","0.00"
07-16-1999,"27.36","0.00","0.88","0.00","0.00"
07-15-1999,"27.74","0.00","0.88","0.00","0.00"
07-14-1999,"26.84","0.00","0.94","0.00","0.00"
07-13-1999,"25.08","0.00","0.89","0.00","0.00"
07-12-1999,"23.35","0.00","0.91","0.00","0.00"
07-09-1999,"24.96","0.00","0.94","0.00","0.00"
07-08-1999,"24.94","0.00","0.91","0.00","0.00"
07-07-1999,"24.24","0.00","0.81","0.00","0.00"
07-06-1999,"25.23","0.00","0.75","0.00","0.00"
07-02-1999,"24.68","0.00","0.73","0.00","0.00"
07-01-1999,"24.34","0.00","0.71","0.00","0.00"
06-30-1999,"24.89","0.00","0.73","0.00","0.00"
06-29-1999,"23.09","0.00","0.71","0.00","0.00"
06-28-1999,"22.03","0.00","0.65","0.00","0.00"
06-25-1999,"21.93","0.00","0.64","0.00","0.00"
06-24-1999,"22.61","0.00","0.64","0.00","0.00"
06-23-1999,"23.43","0.00","0.67","0.00","0.00"
06-22-1999,"23.38","0.00","0.71","0.00","0.00"
06-21-1999,"24.56","0.00","0.74","0.00","0.00"
06-18-1999,"22.15","0.00","0.75","0.00","0.00"
06-17-1999,"22.47","0.00","0.73","0.00","0.00"
06-16-1999,"22.23","0.00","0.77","0.00","0.00"
06-15-1999,"19.22","0.00","0.73","0.00","0.00"
06-14-1999,"18.33","0.00","0.71","0.00","0.00"
06-11-1999,"21.06","0.00","0.73","0.00","0.00"
06-10-1999,"23.07","0.00","0.77","0.00","0.00"
06-09-1999,"22.68","0.00","0.78","0.00","0.00"
06-08-1999,"22.20","0.00","0.76","0.00","0.00"
06-07-1999,"23.35","0.00","0.79","0.00","0.00"
06-04-1999,"21.58","0.00","0.77","0.00","0.00"
06-03-1999,"20.91","0.00","0.76","0.00","0.00"
06-02-1999,"22.31","0.00","0.74","0.00","0.00"
06-01-1999,"21.06","0.00","0.70","0.00","0.00"
05-28-1999,"23.62","0.00","0.68","0.00","0.00"
05-27-1999,"22.80","0.00","0.67","0.00","0.00"
05-26-1999,"24.06","0.00","0.68","0.00","0.00"
05-25-1999,"22.20","0.00","0.62","0.00","0.00"
05-24-1999,"23.38","0.00","0.63","0.00","0.00"
05-21-1999,"25.57","0.00","0.68","0.00","0.00"
05-20-1999,"26.01","0.00","0.65","0.00","0.00"
05-19-1999,"27.74","0.00","0.71","0.00","0.00"
05-18-1999,"26.37","0.00","0.71","0.00","0.00"
05-17-1999,"27.36","0.00","0.69","0.00","0.00"
05-14-1999,"34.92","0.00","0.69","0.00","0.00"
05-13-1999,"35.88","0.00","0.73","0.00","0.00"
05-12-1999,"37.71","0.00","0.74","0.00","0.00"
05-11-1999,"39.14","0.00","0.70","0.00","0.00"
05-10-1999,"38.75","0.00","0.77","0.00","0.00"
05-07-1999,"35.98","0.00","0.79","0.00","0.00"
05-06-1999,"36.24","0.00","0.76","0.00","0.00"
05-05-1999,"38.65","0.00","0.81","0.00","0.00"
05-04-1999,"37.73","0.00","0.80","0.00","0.00"
05-03-1999,"39.82","0.00","0.87","0.00","0.00"
04-30-1999,"45.40","0.00","0.79","0.00","0.00"
04-29-1999,"44.39","0.00","0.72","0.00","0.00"
04-28-1999,"51.06","0.00","0.75","0.00","0.00"
04-27-1999,"54.33","0.00","0.78","0.00","0.00"
04-26-1999,"54.68","0.00","0.68","0.00","0.00"
04-23-1999,"55.45","0.00","0.64","0.00","0.00"
04-22-1999,"50.15","0.00","0.57","0.00","0.00"
04-21-1999,"47.30","0.00","0.53","0.00","0.00"
04-20-1999,"45.38","0.00","0.52","0.00","0.00"
04-19-1999,"41.93","0.00","0.52","0.00","0.00"
04-16-1999,"50.14","0.00","0.55","0.00","0.00"
04-15-1999,"44.13","0.00","0.56","0.00","0.00"
04-14-1999,"44.33","0.00","0.56","0.00","0.00"
04-13-1999,"47.07","0.00","0.54","0.00","0.00"
04-12-1999,"48.67","0.00","0.57","0.00","0.00"
04-09-1999,"48.26","0.00","0.58","0.00","0.00"
04-08-1999,"47.23","0.00","0.59","0.00","0.00"
04-07-1999,"46.39","0.00","0.59","0.00","0.00"
04-06-1999,"48.26","0.00","0.61","0.00","0.00"
04-05-1999,"49.21","0.00","0.59","0.00","0.00"
04-01-1999,"45.12","0.00","0.57","0.00","0.00"
03-31-1999,"45.43","0.00","0.56","0.00","0.00"
03-30-1999,"43.45","0.00","0.56","0.00","0.00"
03-29-1999,"39.48","0.00","0.55","0.00","0.00"
03-26-1999,"36.69","0.00","0.50","0.00","0.00"
03-25-1999,"36.90","0.00","0.52","0.00","0.00"
03-24-1999,"32.63","0.00","0.51","0.00","0.00"
03-23-1999,"31.49","0.00","0.50","0.00","0.00"
03-22-1999,"34.82","0.00","0.54","0.00","0.00"
03-19-1999,"35.63","0.00","0.51","0.00","0.00"
03-18-1999,"36.52","0.00","0.55","0.00","0.00"
03-17-1999,"34.56","0.00","0.52","0.00","0.00"
03-16-1999,"35.30","0.00","0.55","0.00","0.00"
03-15-1999,"36.65","0.00","0.52","0.00","0.00"
03-12-1999,"35.17","0.00","0.50","0.00","0.00"
03-11-1999,"35.58","0.00","0.48","0.00","0.00"
03-10-1999,"36.17","0.00","0.49","0.00","0.00"
03-09-1999,"34.28","0.00","0.52","0.00","0.00"
03-08-1999,"32.23","0.00","0.53","0.00","0.00"
03-05-1999,"32.05","0.00","0.50","0.00","0.00"
03-04-1999,"45.16","0.00","0.51","0.00","0.00"
03-03-1999,"46.43","0.00","0.53","0.00","0.00"
03-02-1999,"45.61","0.00","0.54","0.00","0.00"
03-01-1999,"50.01","0.00","0.52","0.00","0.00"
02-26-1999,"48.17","0.00","0.54","0.00","0.00"
02-25-1999,"46.71","0.00","0.59","0.00","0.00"
02-24-1999,"41.70","0.00","0.60","0.00","0.00"
02-23-1999,"43.30","0.00","0.62","0.00","0.00"
02-22-1999,"40.03","0.00","0.62","0.00","0.00"
02-19-1999,"38.29","0.00","0.59","0.00","0.00"
02-18-1999,"33.63","0.00","0.57","0.00","0.00"
02-17-1999,"35.14","0.00","0.59","0.00","0.00"
02-16-1999,"37.07","0.00","0.62","0.00","0.00"
02-12-1999,"39.28","0.00","0.60","0.00","0.00"
02-11-1999,"41.30","0.00","0.65","0.00","0.00"
02-10-1999,"36.62","0.00","0.62","0.00","0.00"
02-09-1999,"37.58","0.00","0.59","0.00","0.00"
02-08-1999,"41.02","0.00","0.61","0.00","0.00"
02-05-1999,"43.56","0.00","0.63","0.00","0.00"
02-04-1999,"44.36","0.00","0.66","0.00","0.00"
02-03-1999,"47.28","0.00","0.71","0.00","0.00"
02-02-1999,"41.44","0.00","0.69","0.00","0.00"
02-01-1999,"43.56","0.00","0.73","0.00","0.00"
01-29-1999,"43.96","0.00","0.74","0.00","0.00"
01-28-1999,"46.19","0.00","0.73","0.00","0.00"
01-27-1999,"47.23","0.00","0.71","0.00","0.00"
01-26-1999,"43.27","0.00","0.72","0.00","0.00"
01-25-1999,"42.05","0.00","0.70","0.00","0.00"
01-22-1999,"46.02","0.00","0.68","0.00","0.00"
01-21-1999,"39.66","0.00","0.68","0.00","0.00"
01-20-1999,"42.28","0.00","0.72","0.00","0.00"
01-19-1999,"52.31","0.00","0.73","0.00","0.00"
01-15-1999,"52.52","0.00","0.74","0.00","0.00"
01-14-1999,"51.64","0.00","0.74","0.00","0.00"
01-13-1999,"55.38","0.00","0.86","0.00","0.00"
01-12-1999,"61.13","0.00","0.85","0.00","0.00"
01-11-1999,"69.08","0.00","0.84","0.00","0.00"
01-08-1999,"59.96","0.00","0.82","0.00","0.00"
01-07-1999,"59.45","0.00","0.82","0.00","0.00"
01-06-1999,"51.64","0.00","0.75","0.00","0.00"
01-05-1999,"46.59","0.00","0.79","0.00","0.00"
01-04-1999,"44.27","0.00","0.74","0.00","0.00"
12-31-1998,"40.07","0.00","0.73","0.00","0.00"
12-30-1998,"40.07","0.00","0.71","0.00","0.00"
12-29-1998,"41.45","0.00","0.73","0.00","0.00"
12-28-1998,"43.90","0.00","0.73","0.00","0.00"
12-24-1998,"40.51","0.00","0.69","0.00","0.00"
12-23-1998,"40.54","0.00","0.71","0.00","0.00"
12-22-1998,"40.21","0.00","0.66","0.00","0.00"
12-21-1998,"39.76","0.00","0.59","0.00","0.00"
12-18-1998,"35.76","0.00","0.59","0.00","0.00"
12-17-1998,"34.52","0.00","0.55","0.00","0.00"
12-16-1998,"36.05","0.00","0.54","0.00","0.00"
12-15-1998,"30.28","0.00","0.56","0.00","0.00"
12-14-1998,"27.72","0.00","0.53","0.00","0.00"
12-11-1998,"27.82","0.00","0.56","0.00","0.00"
12-10-1998,"26.59","0.00","0.52","0.00","0.00"
12-09-1998,"26.98","0.00","0.52","0.00","0.00"
12-08-1998,"25.46","0.00","0.52","0.00","0.00"
12-07-1998,"23.83","0.00","0.56","0.00","0.00"
12-04-1998,"23.52","0.00","0.54","0.00","0.00"
12-03-1998,"23.64","0.00","0.56","0.00","0.00"
12-02-1998,"24.89","0.00","0.61","0.00","0.00"
12-01-1998,"26.13","0.00","0.57","0.00","0.00"
11-30-1998,"23.95","0.00","0.52","0.00","0.00"
11-27-1998,"27.02","0.00","0.59","0.00","0.00"
11-25-1998,"26.24","0.00","0.59","0.00","0.00"
11-24-1998,"26.76","0.00","0.61","0.00","0.00"
11-23-1998,"27.19","0.00","0.62","0.00","0.00"
11-20-1998,"22.53","0.00","0.60","0.00","0.00"
11-19-1998,"19.12","0.00","0.61","0.00","0.00"
11-18-1998,"20.46","0.00","0.60","0.00","0.00"
11-17-1998,"18.53","0.00","0.59","0.00","0.00"
11-16-1998,"15.75","0.00","0.61","0.00","0.00"
11-13-1998,"15.94","0.00","0.60","0.00","0.00"
11-12-1998,"21.24","0.00","0.57","0.00","0.00"
11-11-1998,"20.53","0.00","0.56","0.00","0.00"
11-10-1998,"21.36","0.00","0.59","0.00","0.00"
11-09-1998,"20.57","0.00","0.63","0.00","0.00"
11-06-1998,"20.19","0.00","0.66","0.00","0.00"
11-05-1998,"20.83","0.00","0.66","0.00","0.00"
11-04-1998,"21.05","0.00","0.67","0.00","0.00"
11-03-1998,"20.44","0.00","0.65","0.00","0.00"
11-02-1998,"21.24","0.00","0.65","0.00","0.00"
10-30-1998,"20.50","0.00","0.64","0.00","0.00"
10-29-1998,"20.51","0.00","0.62","0.00","0.00"
10-28-1998,"18.98","0.00","0.63","0.00","0.00"
10-27-1998,"18.85","0.00","0.60","0.00","0.00"
10-26-1998,"19.69","0.00","0.64","0.00","0.00"
10-23-1998,"18.82","0.00","0.60","0.00","0.00"
10-22-1998,"18.59","0.00","0.63","0.00","0.00"
10-21-1998,"17.83","0.00","0.64","0.00","0.00"
10-20-1998,"17.30","0.00","0.61","0.00","0.00"
10-19-1998,"17.14","0.00","0.65","0.00","0.00"
10-16-1998,"16.12","0.00","0.63","0.00","0.00"
10-15-1998,"15.73","0.00","0.63","0.00","0.00"
10-14-1998,"15.15","0.00","0.64","0.00","0.00"
10-13-1998,"14.81","0.00","0.72","0.00","0.00"
10-12-1998,"15.10","0.00","0.69","0.00","0.00"
10-09-1998,"14.78","0.00","0.64","0.00","0.00"
10-08-1998,"13.97","0.00","0.54","0.00","0.00"
10-07-1998,"15.14","0.00","0.57","0.00","0.00"
10-06-1998,"17.56","0.00","0.58","0.00","0.00"
10-05-1998,"17.18","0.00","0.57","0.00","0.00"
10-02-1998,"17.87","0.00","0.64","0.00","0.00"
10-01-1998,"16.63","0.00","0.65","0.00","0.00"
09-30-1998,"18.09","0.00","0.71","0.00","0.00"
09-29-1998,"18.34","0.00","0.74","0.00","0.00"
09-28-1998,"18.74","0.00","0.73","0.00","0.00"
09-25-1998,"17.71","0.00","0.72","0.00","0.00"
09-24-1998,"16.55","0.00","0.72","0.00","0.00"
09-23-1998,"17.04","0.00","0.71","0.00","0.00"
09-22-1998,"14.29","0.00","0.68","0.00","0.00"
09-21-1998,"13.85","0.00","0.68","0.00","0.00"
09-18-1998,"12.91","0.00","0.68","0.00","0.00"
09-17-1998,"12.47","0.00","0.66","0.00","0.00"
09-16-1998,"13.69","0.00","0.69","0.00","0.00"
09-15-1998,"11.83","0.00","0.71","0.00","0.00"
09-14-1998,"11.94","0.00","0.69","0.00","0.00"
09-11-1998,"12.32","0.00","0.70","0.00","0.00"
09-10-1998,"12.90","0.00","0.71","0.00","0.00"
09-09-1998,"13.69","0.00","0.69","0.00","0.00"
09-08-1998,"14.95","0.00","0.71","0.00","0.00"
09-04-1998,"13.98","0.00","0.64","0.00","0.00"
09-03-1998,"13.91","0.00","0.63","0.00","0.00"
09-02-1998,"14.24","0.00","0.65","0.00","0.00"
09-01-1998,"12.95","0.00","0.62","0.00","0.00"
08-31-1998,"13.57","0.00","0.55","0.00","0.00"
08-28-1998,"17.16","0.00","0.62","0.00","0.00"
08-27-1998,"19.29","0.00","0.69","0.00","0.00"
08-26-1998,"20.63","0.00","0.76","0.00","0.00"
08-25-1998,"21.34","0.00","0.77","0.00","0.00"
08-24-1998,"21.85","0.00","0.78","0.00","0.00"
08-21-1998,"21.03","0.00","0.82","0.00","0.00"
08-20-1998,"20.93","0.00","0.76","0.00","0.00"
08-19-1998,"20.87","0.00","0.77","0.00","0.00"
08-18-1998,"20.86","0.00","0.81","0.00","0.00"
08-17-1998,"19.40","0.00","0.79","0.00","0.00"
08-14-1998,"19.90","0.00","0.76","0.00","0.00"
08-13-1998,"28.59","0.00","0.74","0.00","0.00"
08-12-1998,"29.24","0.00","0.75","0.00","0.00"
08-11-1998,"27.80","0.00","0.73","0.00","0.00"
08-10-1998,"27.27","0.00","0.70","0.00","0.00"
08-07-1998,"26.00","0.00","0.66","0.00","0.00"
08-06-1998,"24.53","0.00","0.66","0.00","0.00"
08-05-1998,"23.78","0.00","0.65","0.00","0.00"
08-04-1998,"24.62","0.00","0.61","0.00","0.00"
08-03-1998,"24.25","0.00","0.63","0.00","0.00"
07-31-1998,"24.84","0.00","0.62","0.00","0.00"
07-30-1998,"25.49","0.00","0.66","0.00","0.00"
07-29-1998,"24.15","0.00","0.63","0.00","0.00"
07-28-1998,"26.66","0.00","0.60","0.00","0.00"
07-27-1998,"28.16","0.00","0.61","0.00","0.00"
07-24-1998,"27.86","0.00","0.62","0.00","0.00"
07-23-1998,"28.62","0.00","0.62","0.00","0.00"
07-22-1998,"30.06","0.00","0.63","0.00","0.00"
07-21-1998,"29.62","0.00","0.64","0.00","0.00"
07-20-1998,"30.85","0.00","0.65","0.00","0.00"
07-17-1998,"26.86","0.00","0.66","0.00","0.00"
07-16-1998,"25.41","0.00","0.68","0.00","0.00"
07-15-1998,"25.21","0.00","0.61","0.00","0.00"
07-14-1998,"25.77","0.00","0.59","0.00","0.00"
07-13-1998,"24.11","0.00","0.60","0.00","0.00"
07-10-1998,"22.27","0.00","0.56","0.00","0.00"
07-09-1998,"23.63","0.00","0.56","0.00","0.00"
07-08-1998,"24.00","0.00","0.57","0.00","0.00"
07-07-1998,"27.38","0.00","0.53","0.00","0.00"
07-06-1998,"31.30","0.00","0.53","0.00","0.00"
07-02-1998,"27.80","0.00","0.50","0.00","0.00"
07-01-1998,"25.58","0.00","0.52","0.00","0.00"
06-30-1998,"22.33","0.00","0.49","0.00","0.00"
06-29-1998,"22.11","0.00","0.49","0.00","0.00"
06-26-1998,"21.09","0.00","0.48","0.00","0.00"
06-25-1998,"22.18","0.00","0.49","0.00","0.00"
06-24-1998,"22.35","0.00","0.48","0.00","0.00"
06-23-1998,"20.74","0.00","0.47","0.00","0.00"
06-22-1998,"18.18","0.00","0.46","0.00","0.00"
06-19-1998,"16.93","0.00","0.46","0.00","0.00"
06-18-1998,"16.05","0.00","0.46","0.00","0.00"
06-17-1998,"17.65","0.00","0.48","0.00","0.00"
06-16-1998,"16.44","0.00","0.48","0.00","0.00"
06-15-1998,"14.66","0.00","0.47","0.00","0.00"
06-12-1998,"13.59","0.00","0.48","0.00","0.00"
06-11-1998,"13.92","0.00","0.47","0.00","0.00"
06-10-1998,"12.03","0.00","0.48","0.00","0.00"
06-09-1998,"11.39","0.00","0.48","0.00","0.00"
06-08-1998,"10.26","0.00","0.46","0.00","0.00"
06-05-1998,"9.81","0.00","0.45","0.00","0.00"
06-04-1998,"9.72","0.00","0.45","0.00","0.00"
06-03-1998,"9.35","0.00","0.44","0.00","0.00"
06-02-1998,"9.68","0.00","0.45","0.00","0.00"
06-01-1998,"9.48","0.00","0.44","0.00","0.00"
05-29-1998,"9.76","0.00","0.45","0.00","0.00"
05-28-1998,"9.52","0.00","0.47","0.00","0.00"
05-27-1998,"9.59","0.00","0.45","0.00","0.00"
05-26-1998,"9.06","0.00","0.45","0.00","0.00"
05-22-1998,"9.52","0.00","0.48","0.00","0.00"
05-21-1998,"9.83","0.00","0.50","0.00","0.00"
05-20-1998,"9.82","0.00","0.51","0.00","0.00"
05-19-1998,"10.02","0.00","0.51","0.00","0.00"
05-18-1998,"9.76","0.00","0.49","0.00","0.00"
05-15-1998,"9.93","0.00","0.51","0.00","0.00"
05-14-1998,"14.65","0.00","0.52","0.00","0.00"
05-13-1998,"14.87","0.00","0.53","0.00","0.00"
05-12-1998,"14.62","0.00","0.52","0.00","0.00"
05-11-1998,"13.89","0.00","0.54","0.00","0.00"
05-08-1998,"14.79","0.00","0.54","0.00","0.00"
05-07-1998,"14.56","0.00","0.54","0.00","0.00"
05-06-1998,"14.46","0.00","0.54","0.00","0.00"
05-05-1998,"15.01","0.00","0.53","0.00","0.00"
05-04-1998,"15.26","0.00","0.51","0.00","0.00"
05-01-1998,"15.13","0.00","0.49","0.00","0.00"
04-30-1998,"14.68","0.00","0.48","0.00","0.00"
04-29-1998,"15.30","0.00","0.47","0.00","0.00"
04-28-1998,"15.32","0.00","0.47","0.00","0.00"
04-27-1998,"13.21","0.00","0.49","0.00","0.00"
04-24-1998,"13.56","0.00","0.49","0.00","0.00"
04-23-1998,"12.93","0.00","0.49","0.00","0.00"
04-22-1998,"13.95","0.00","0.48","0.00","0.00"
04-21-1998,"14.90","0.00","0.51","0.00","0.00"
04-20-1998,"15.09","0.00","0.51","0.00","0.00"
04-17-1998,"15.20","0.00","0.49","0.00","0.00"
04-16-1998,"15.79","0.00","0.51","0.00","0.00"
04-15-1998,"15.40","0.00","0.48","0.00","0.00"
04-14-1998,"15.57","0.00","0.47","0.00","0.00"
04-13-1998,"15.10","0.00","0.46","0.00","0.00"
04-09-1998,"15.26","0.00","0.44","0.00","0.00"
04-08-1998,"14.17","0.00","0.43","0.00","0.00"
04-07-1998,"13.62","0.00","0.44","0.00","0.00"
04-06-1998,"14.17","0.00","0.46","0.00","0.00"
04-03-1998,"14.89","0.00","0.47","0.00","0.00"
04-02-1998,"15.23","0.00","0.48","0.00","0.00"
04-01-1998,"14.42","0.00","0.48","0.00","0.00"
03-31-1998,"13.67","0.00","0.48","0.00","0.00"
03-30-1998,"13.72","0.00","0.48","0.00","0.00"
03-27-1998,"22.02","0.00","0.47","0.00","0.00"
03-26-1998,"21.42","0.00","0.46","0.00","0.00"
03-25-1998,"21.14","0.00","0.48","0.00","0.00"
03-24-1998,"21.82","0.00","0.49","0.00","0.00"
03-23-1998,"21.70","0.00","0.45","0.00","0.00"
03-20-1998,"21.75","0.00","0.46","0.00","0.00"
03-19-1998,"21.75","0.00","0.47","0.00","0.00"
03-18-1998,"22.10","0.00","0.47","0.00","0.00"
03-17-1998,"20.66","0.00","0.46","0.00","0.00"
03-16-1998,"20.43","0.00","0.47","0.00","0.00"
03-13-1998,"20.34","0.00","0.47","0.00","0.00"
03-12-1998,"20.29","0.00","0.47","0.00","0.00"
03-11-1998,"20.59","0.00","0.45","0.00","0.00"
03-10-1998,"21.52","0.00","0.41","0.00","0.00"
03-09-1998,"21.62","0.00","0.39","0.00","0.00"
03-06-1998,"19.83","0.00","0.42","0.00","0.00"
03-05-1998,"19.36","0.00","0.41","0.00","0.00"
03-04-1998,"18.95","0.00","0.42","0.00","0.00"
03-03-1998,"18.50","0.00","0.39","0.00","0.00"
03-02-1998,"19.70","0.00","0.39","0.00","0.00"
02-27-1998,"19.89","0.00","0.40","0.00","0.00"
02-26-1998,"18.77","0.00","0.40","0.00","0.00"
02-25-1998,"16.94","0.00","0.38","0.00","0.00"
02-24-1998,"16.68","0.00","0.36","0.00","0.00"
02-23-1998,"16.68","0.00","0.36","0.00","0.00"
02-20-1998,"16.25","0.00","0.33","0.00","0.00"
02-19-1998,"16.11","0.00","0.34","0.00","0.00"
