" Date","AMZN Mkt Cap","AAPL Mkt Cap","GOOGL Mkt Cap","NFLX Mkt Cap"
05-20-2008,"33,715.13","163,893.65","181,734.12","1,951.20"
05-19-2008,"34,370.89","161,865.91","181,394.90","1,911.10"
05-16-2008,"31,935.81","165,410.12","182,195.87","1,953.05"
05-15-2008,"31,793.80","167,270.27","182,487.94","1,846.33"
05-14-2008,"30,991.86","164,211.03","181,011.71","1,875.32"
05-13-2008,"31,142.22","167,473.04","183,116.13","1,891.36"
05-12-2008,"31,129.69","165,886.13","183,725.47","1,894.44"
05-09-2008,"30,244.21","161,733.67","179,628.78","1,895.06"
05-08-2008,"30,402.93","163,153.08","182,703.03","1,859.90"
05-07-2008,"30,565.82","160,975.48","181,446.38","1,860.51"
05-06-2008,"31,622.55","164,563.68","183,752.84","1,908.63"
05-05-2008,"31,710.27","162,862.17","186,429.10","1,908.06"
05-02-2008,"32,290.84","159,520.79","182,164.01","1,914.21"
05-01-2008,"33,147.08","158,692.08","185,858.75","1,908.06"
04-30-2008,"32,842.18","153,324.92","179,970.36","1,968.38"
04-29-2008,"33,723.48","154,294.48","175,012.71","1,980.69"
04-28-2008,"34,237.23","151,817.66","173,022.75","2,034.85"
04-25-2008,"33,773.60","149,605.27","170,496.92","2,090.25"
04-24-2008,"32,426.87","148,908.94","170,177.27","2,032.39"
04-23-2008,"33,808.43","143,576.30","171,258.43","1,924.06"
04-22-2008,"33,224.08","140,795.87","173,925.28","1,846.51"
04-21-2008,"33,466.17","147,791.73","168,532.03","2,420.16"
04-18-2008,"33,387.12","141,534.12","169,039.71","2,359.48"
04-17-2008,"30,861.20","135,777.50","140,876.35","2,490.42"
04-16-2008,"31,090.45","135,083.17","142,596.80","2,384.57"
04-15-2008,"30,219.31","130,407.55","140,030.22","2,232.20"
04-14-2008,"30,265.15","129,880.24","141,540.71","2,189.37"
04-11-2008,"30,006.73","129,317.77","143,355.17","2,172.85"
04-10-2008,"31,190.49","135,830.21","146,999.77","2,237.71"
04-09-2008,"31,007.09","133,096.92","145,467.35","2,228.53"
04-08-2008,"32,220.03","134,327.35","146,601.78","2,257.90"
04-07-2008,"32,053.30","137,007.93","149,425.32","2,196.71"
04-04-2008,"32,040.80","134,538.27","147,629.66","2,215.68"
04-03-2008,"31,236.34","133,246.32","142,625.00","2,284.21"
04-02-2008,"32,249.21","129,625.37","145,940.55","2,224.25"
04-01-2008,"31,969.94","131,418.35","145,943.68","2,234.04"
03-31-2008,"29,719.12","126,118.66","138,034.00","2,120.23"
03-28-2008,"29,077.22","125,688.01","137,285.02","2,177.74"
03-27-2008,"29,510.71","123,262.30","139,165.30","2,224.86"
03-26-2008,"30,761.17","127,489.70","143,587.07","2,316.64"
03-25-2008,"31,332.21","123,903.89","141,264.94","2,271.36"
03-24-2008,"31,657.33","122,629.52","144,329.78","2,335.61"
03-21-2008,"30,506.91","117,127.74","135,865.42","2,217.52"
03-20-2008,"30,506.91","117,127.74","135,865.42","2,217.52"
03-19-2008,"29,248.12","113,963.80","135,379.68","2,133.69"
03-18-2008,"29,885.85","116,732.26","137,623.47","2,141.64"
03-17-2008,"27,730.90","111,379.90","131,578.39","2,018.65"
03-14-2008,"28,435.32","111,274.43","137,234.88","2,035.17"
03-13-2008,"28,477.01","112,443.34","138,829.98","2,093.30"
03-12-2008,"27,722.57","110,764.69","137,943.12","2,082.90"
03-11-2008,"27,989.33","111,924.88","137,836.54","2,024.16"
03-10-2008,"26,455.44","105,192.61","129,619.78","2,032.11"
03-07-2008,"26,713.87","107,442.54","135,802.74","1,912.79"
03-06-2008,"26,151.16","106,282.42","135,599.04","1,873.63"
03-05-2008,"27,089.04","109,411.12","140,299.70","1,964.19"
03-04-2008,"27,234.89","109,525.48","139,328.25","1,928.70"
03-03-2008,"26,021.95","106,985.54","143,220.42","1,893.21"
02-29-2008,"26,872.26","109,877.04","147,657.86","1,932.37"
02-28-2008,"28,281.10","114,174.72","148,977.19","1,929.93"
02-27-2008,"29,539.89","108,066.54","148,184.34","2,105.13"
02-26-2008,"29,881.68","104,718.03","145,467.35","1,882.47"
02-25-2008,"30,540.25","105,236.56","152,440.03","1,817.56"
02-22-2008,"30,044.24","104,990.47","159,133.80","1,804.58"
02-21-2008,"29,135.58","106,818.54","157,585.71","1,809.12"
02-20-2008,"30,694.48","108,822.36","159,509.85","1,783.16"
02-19-2008,"30,044.24","107,381.02","159,494.19","1,739.02"
02-18-2008,"30,411.04","109,534.26","165,977.99","1,726.68"
02-15-2008,"30,411.04","109,534.26","165,977.99","1,726.68"
02-14-2008,"31,594.80","112,021.47","166,509.35","1,736.42"
02-13-2008,"32,399.26","113,726.50","167,250.78","1,772.77"
02-12-2008,"31,032.10","109,736.40","162,079.53","1,746.16"
02-11-2008,"31,340.55","113,770.45","163,039.95","1,745.51"
02-08-2008,"30,515.51","110,281.31","161,641.55","1,744.86"
02-07-2008,"29,440.20","106,554.89","157,968.80","1,742.91"
02-06-2008,"28,435.47","107,222.81","156,955.20","1,689.03"
02-05-2008,"29,930.11","113,691.36","158,547.40","1,639.70"
02-04-2008,"30,702.34","115,703.96","154,990.56","1,680.60"
02-01-2008,"30,984.66","117,549.60","161,394.41","1,648.14"
01-31-2008,"32,259.25","118,931.19","176,535.89","1,632.56"
01-30-2008,"30,810.29","116,137.16","171,521.05","1,489.10"
01-29-2008,"30,702.34","115,574.84","172,224.94","1,503.38"
01-28-2008,"31,478.72","114,230.53","173,933.05","1,492.35"
01-25-2008,"32,217.74","114,230.53","177,192.85","1,413.15"
01-24-2008,"32,246.80","119,142.07","179,723.73","1,424.19"
01-23-2008,"30,710.64","122,192.67","171,630.58","1,542.33"
01-22-2008,"32,583.09","136,749.79","182,808.34","1,467.48"
01-21-2008,"33,114.52","141,277.18","187,782.50","1,437.23"
01-18-2008,"33,114.52","141,277.18","187,782.50","1,437.23"
01-17-2008,"33,263.98","140,865.66","187,951.43","1,431.96"
01-16-2008,"33,359.47","139,771.24","192,694.10","1,451.70"
01-15-2008,"33,313.80","148,001.31","199,482.74","1,450.38"
01-14-2008,"34,405.72","156,529.09","204,541.37","1,497.74"
01-11-2008,"33,662.55","151,197.05","199,670.44","1,539.84"
01-10-2008,"34,982.81","155,863.68","202,323.33","1,624.69"
01-09-2008,"35,381.38","157,071.90","204,347.40","1,512.87"
01-08-2008,"36,485.75","149,936.26","197,615.05","1,532.60"
01-07-2008,"36,876.02","155,530.96","203,111.68","1,636.53"
01-04-2008,"36,863.57","157,641.02","205,536.20","1,618.77"
01-03-2008,"39,529.00","170,669.05","214,398.97","1,714.80"
01-02-2008,"39,960.79","170,590.26","214,355.17","1,733.22"
01-01-2008,"38,462.00","173,427.00","216,322.94","1,750.98"
12-31-2007,"38,462.00","173,427.00","216,322.94","1,750.98"
12-28-2007,"39,213.47","174,959.20","219,779.83","1,771.37"
12-27-2007,"39,130.43","173,856.01","219,219.84","1,805.58"
12-26-2007,"38,549.18","174,188.73","222,379.53","1,887.80"
12-25-2007,"37,785.26","174,057.41","219,216.71","1,835.83"
12-24-2007,"37,785.26","174,057.41","219,216.71","1,835.83"
12-21-2007,"37,889.05","169,776.01","217,952.84","1,848.33"
12-20-2007,"37,606.73","163,909.88","215,762.95","1,791.76"
12-19-2007,"37,108.52","160,328.93","211,908.76","1,635.87"
12-18-2007,"36,074.73","160,206.36","210,651.14","1,590.49"
12-17-2007,"35,327.41","161,449.62","209,362.24","1,519.45"
12-14-2007,"36,983.97","166,694.09","215,847.42","1,547.07"
12-13-2007,"38,362.35","167,954.88","217,126.94","1,515.50"
12-12-2007,"37,897.36","167,105.60","218,784.99","1,523.39"
12-11-2007,"37,677.31","165,074.70","218,739.32","1,532.60"
12-10-2007,"38,619.76","170,038.67","224,750.86","1,545.10"
12-07-2007,"39,155.34","170,117.46","223,640.28","1,550.36"
12-06-2007,"39,113.83","166,311.31","223,762.29","1,572.07"
12-05-2007,"38,690.34","162,412.72","218,522.21","1,574.04"
12-04-2007,"39,196.86","157,430.88","214,032.95","1,562.20"
12-03-2007,"37,743.74","156,599.13","213,210.18","1,564.18"
11-30-2007,"37,598.43","159,540.95","216,798.46","1,519.45"
11-29-2007,"37,013.03","161,353.30","218,049.82","1,520.76"
11-28-2007,"37,490.48","157,789.85","216,566.95","1,513.53"
11-27-2007,"35,535.00","153,053.19","210,719.97","1,469.46"
11-26-2007,"33,755.34","151,067.36","208,351.76","1,412.23"
11-23-2007,"33,807.86","150,190.16","211,699.16","1,430.65"
11-22-2007,"33,114.52","147,493.50","206,637.40","1,417.49"
11-21-2007,"33,114.52","147,493.50","206,637.40","1,417.49"
11-20-2007,"33,376.08","147,834.97","202,889.57","1,488.53"
11-19-2007,"32,873.71","143,544.82","195,791.22","1,526.68"
11-16-2007,"32,632.91","145,681.15","198,225.12","1,565.49"
11-15-2007,"32,321.53","143,851.26","196,980.01","1,582.59"
11-14-2007,"32,595.55","144,902.57","200,743.48","1,633.90"
11-13-2007,"33,156.04","148,261.03","206,646.78","1,671.39"
11-12-2007,"31,968.63","134,129.29","197,737.09","1,612.19"
11-09-2007,"32,753.31","144,257.03","207,716.70","1,660.87"
11-08-2007,"34,700.49","153,064.32","217,061.24","1,788.47"
11-07-2007,"36,138.58","162,514.78","229,293.27","1,768.08"
11-06-2007,"36,232.50","167,303.95","231,538.75","1,791.11"
11-05-2007,"35,028.48","162,410.19","226,500.89","1,743.75"
11-02-2007,"35,696.92","163,884.42","222,006.15","1,727.30"
11-01-2007,"36,390.26","163,509.33","219,496.58","1,726.40"
10-31-2007,"37,013.03","165,698.87","220,679.57","1,738.22"
10-30-2007,"36,635.22","163,125.51","216,862.16","1,736.25"
10-29-2007,"37,407.45","161,459.37","212,011.58","1,731.65"
10-26-2007,"37,365.93","161,119.15","210,566.39","1,656.13"
10-25-2007,"36,622.76","159,444.29","208,665.49","1,663.36"
10-24-2007,"36,822.95","162,192.12","210,947.20","1,658.10"
10-23-2007,"41,678.89","162,392.75","210,931.59","1,706.70"
10-22-2007,"37,739.19","152,099.26","203,121.97","1,511.01"
10-19-2007,"37,106.69","148,204.20","201,236.67","1,563.40"
10-18-2007,"37,143.90","150,882.69","199,647.90","1,616.55"
10-17-2007,"37,433.28","150,230.45","197,731.39","1,633.36"
10-16-2007,"37,011.61","147,473.70","192,275.27","1,612.51"
10-15-2007,"37,425.01","145,212.64","193,558.15","1,611.84"
10-12-2007,"38,185.67","145,450.66","198,951.84","1,547.26"
10-11-2007,"36,933.07","141,081.84","194,148.08","1,541.20"
10-10-2007,"39,132.35","145,047.40","195,206.22","1,575.51"
10-09-2007,"39,406.72","145,977.93","192,020.88","1,533.13"
10-08-2007,"39,624.29","146,021.40","190,283.85","1,498.15"
10-05-2007,"38,623.87","140,403.42","185,423.90","1,479.98"
10-04-2007,"38,140.19","135,872.70","180,735.63","1,422.13"
10-03-2007,"38,220.80","137,333.77","182,293.16","1,418.09"
10-02-2007,"38,181.53","137,794.60","182,408.68","1,426.17"
10-01-2007,"38,615.60","135,958.78","181,834.32","1,427.51"
09-28-2007,"38,508.12","133,463.79","177,064.92","1,395.89"
09-27-2007,"38,603.20","134,359.52","177,136.71","1,436.93"
09-26-2007,"38,623.87","132,855.04","177,342.72","1,475.95"
09-25-2007,"38,644.50","133,211.59","177,604.92","1,413.39"
09-24-2007,"38,276.61","128,950.35","177,299.02","1,297.68"
09-21-2007,"37,743.33","125,358.74","174,826.91","1,290.95"
09-20-2007,"37,061.22","122,019.31","172,557.69","1,310.46"
09-19-2007,"36,792.51","122,419.26","170,691.12","1,321.22"
09-18-2007,"36,689.16","122,549.80","167,076.60","1,293.64"
09-17-2007,"35,928.51","120,367.00","163,964.61","1,238.48"
09-14-2007,"36,284.03","120,714.86","165,041.48","1,192.06"
09-13-2007,"36,073.20","119,314.74","163,802.30","1,166.50"
09-12-2007,"36,089.73","119,010.36","163,137.45","1,167.84"
09-11-2007,"35,668.07","117,827.64","162,725.43","1,188.70"
09-10-2007,"34,452.67","118,888.61","160,587.31","1,170.53"
09-07-2007,"34,940.48","114,592.58","162,107.40","1,213.59"
09-06-2007,"35,639.13","117,410.21","163,409.01","1,210.22"
09-05-2007,"34,622.17","118,932.08","164,744.95","1,205.51"
09-04-2007,"34,188.10","125,367.43","163,917.79","1,220.31"
09-03-2007,"33,034.71","120,427.87","160,827.65","1,178.61"
08-31-2007,"33,034.71","120,427.87","160,827.65","1,178.61"
08-30-2007,"32,526.23","118,488.57","159,625.93","1,157.08"
08-29-2007,"32,679.19","116,601.45","160,087.89","1,177.26"
08-28-2007,"31,509.27","110,287.85","158,065.25","1,142.28"
08-27-2007,"32,513.83","115,010.01","160,206.50","1,153.04"
08-24-2007,"32,761.87","117,662.40","160,749.62","1,197.44"
08-23-2007,"31,955.74","113,983.83","159,872.52","1,160.44"
08-22-2007,"32,451.82","115,236.12","160,047.31","1,172.55"
08-21-2007,"32,034.29","110,940.09","158,130.80","1,163.81"
08-20-2007,"30,880.91","106,287.52","155,418.35","1,155.06"
08-17-2007,"31,013.19","106,148.36","156,080.07","1,159.77"
08-16-2007,"30,091.31","101,791.47","153,420.68","1,136.90"
08-15-2007,"29,921.82","104,269.93","155,302.86","1,173.22"
08-14-2007,"30,364.16","107,861.55","158,751.95","1,174.57"
08-13-2007,"30,951.18","111,131.40","160,905.68","1,167.84"
08-10-2007,"30,914.02","108,705.10","160,983.72","1,203.50"
08-09-2007,"30,637.00","109,913.91","160,665.34","1,195.42"
08-08-2007,"32,154.17","116,540.57","163,805.46","1,208.88"
08-07-2007,"32,716.40","117,362.99","160,764.76","1,167.17"
08-06-2007,"32,658.52","117,554.13","158,889.24","1,140.93"
08-03-2007,"31,749.00","114,598.90","156,708.41","1,120.76"
08-02-2007,"32,952.03","118,631.88","159,203.90","1,157.29"
08-01-2007,"31,959.88","117,336.83","159,805.19","1,160.67"
07-31-2007,"32,468.36","114,520.75","158,889.24","1,165.41"
07-30-2007,"34,188.10","122,925.55","160,792.80","1,176.23"
07-27-2007,"34,742.01","125,028.93","159,478.07","1,156.61"
07-26-2007,"34,729.65","126,897.61","158,266.15","1,206.66"
07-25-2007,"35,592.30","119,301.13","158,814.47","1,129.56"
07-24-2007,"28,371.59","116,672.74","160,135.46","1,086.95"
07-23-2007,"29,391.73","124,293.01","159,671.23","1,168.11"
07-20-2007,"29,346.67","124,336.26","162,042.10","1,339.94"
07-19-2007,"30,051.35","121,092.72","170,911.86","1,361.10"
07-18-2007,"30,039.06","119,466.62","171,195.37","1,373.39"
07-17-2007,"30,231.62","120,149.82","172,908.88","1,379.53"
07-16-2007,"30,190.65","119,449.30","172,282.67","1,369.29"
07-13-2007,"30,768.32","119,129.28","172,024.08","1,374.75"
07-12-2007,"29,821.92","115,963.48","169,896.22","1,372.70"
07-11-2007,"28,977.94","114,510.46","169,628.28","1,365.88"
07-10-2007,"28,793.58","114,475.85","169,276.24","1,373.39"
07-09-2007,"29,526.89","112,728.75","169,033.23","1,394.55"
07-06-2007,"28,256.87","114,432.62","168,048.74","1,391.82"
07-05-2007,"28,158.54","114,821.84","168,743.49","1,352.91"
07-04-2007,"28,453.53","109,995.42","166,472.31","1,349.50"
07-03-2007,"28,453.53","109,995.42","166,472.31","1,349.50"
07-02-2007,"28,519.08","104,883.59","165,238.58","1,329.70"
06-29-2007,"28,027.44","105,558.25","162,845.93","1,323.56"
06-28-2007,"28,224.10","104,278.13","163,565.57","1,354.96"
06-27-2007,"27,916.82","105,428.51","163,964.35","1,418.44"
06-26-2007,"27,646.42","103,491.02","165,201.19","1,332.43"
06-25-2007,"28,129.86","105,817.72","164,316.40","1,339.26"
06-22-2007,"28,211.80","106,388.60","163,556.22","1,343.35"
06-21-2007,"28,543.66","107,167.06","160,169.70","1,364.51"
06-20-2007,"28,310.13","105,134.42","158,879.89","1,334.48"
06-19-2007,"28,601.02","106,959.46","160,232.01","1,360.42"
06-18-2007,"29,428.61","108,196.35","160,509.29","1,366.56"
06-15-2007,"29,662.14","104,226.23","157,608.78","1,345.40"
06-14-2007,"29,473.67","102,712.57","156,658.56","1,309.22"
06-13-2007,"29,042.67","101,631.38","157,406.27","1,325.60"
06-12-2007,"28,707.54","104,122.43","157,259.85","1,370.66"
06-11-2007,"29,158.21","103,958.10","159,306.71","1,496.94"
06-08-2007,"30,006.28","107,677.37","160,599.64","1,599.33"
06-07-2007,"29,514.60","107,313.22","160,465.67","1,633.46"
06-06-2007,"29,617.07","106,942.17","161,459.51","1,542.67"
06-05-2007,"30,174.26","106,103.16","161,643.32","1,460.08"
06-04-2007,"28,850.93","104,944.14","157,976.41","1,466.22"
06-01-2007,"28,097.09","102,409.84","155,897.45","1,472.36"
05-31-2007,"28,326.52","104,823.92","155,122.32","1,494.88"
05-30-2007,"28,621.50","102,729.86","155,337.60","1,505.81"
05-29-2007,"28,527.27","98,906.79","151,757.92","1,491.48"
05-28-2007,"28,084.80","98,275.39","150,639.46","1,537.21"
05-25-2007,"28,084.80","98,275.39","150,639.46","1,537.21"
05-24-2007,"28,412.56","95,741.09","147,776.34","1,538.58"
05-23-2007,"28,269.16","97,643.97","147,664.18","1,582.94"
05-22-2007,"28,220.00","98,206.20","148,253.01","1,569.98"
05-21-2007,"27,982.37","96,856.86","146,614.27","1,535.85"
05-18-2007,"25,933.88","95,161.56","146,527.03","1,497.62"
05-17-2007,"25,470.92","94,659.90","146,726.43","1,489.43"
05-16-2007,"25,901.11","92,843.51","147,240.48","1,482.60"
05-15-2007,"24,819.50","92,999.21","142,688.77","1,484.65"
05-14-2007,"25,278.37","94,590.71","143,866.42","1,498.98"
05-11-2007,"25,221.01","94,054.44","145,411.69","1,505.81"
05-10-2007,"24,958.80","92,843.51","143,769.84","1,495.57"
05-09-2007,"25,749.52","92,418.38","146,193.68","1,509.22"
05-08-2007,"25,331.63","90,844.64","144,242.89","1,511.27"
05-07-2007,"24,917.83","89,858.89","144,385.03","1,516.73"
05-04-2007,"25,905.20","87,169.71","145,574.67","1,523.76"
05-03-2007,"25,479.12","86,815.18","146,226.65","1,532.70"
05-02-2007,"25,065.32","86,806.54","143,924.62","1,520.33"
05-01-2007,"25,417.66","86,011.02","144,919.59","1,523.08"
04-30-2007,"25,126.78","86,296.35","145,655.01","1,524.45"
04-27-2007,"25,647.50","86,400.12","148,012.65","1,527.20"
04-26-2007,"25,721.25","85,466.27","148,683.18","1,521.70"
04-25-2007,"23,557.91","82,446.74","147,697.48","1,482.51"
04-24-2007,"18,556.89","80,361.22","147,555.34","1,486.63"
04-23-2007,"18,565.18","80,593.90","148,034.28","1,494.20"
04-20-2007,"18,639.82","78,404.75","149,084.87","1,519.64"
04-19-2007,"18,511.27","77,801.43","145,738.44","1,479.07"
04-18-2007,"18,656.41","77,913.48","147,085.66","1,492.13"
04-17-2007,"18,689.58","77,870.38","146,093.78","1,646.23"
04-16-2007,"18,743.49","78,801.22","146,548.01","1,684.70"
04-13-2007,"17,586.54","77,775.59","144,082.21","1,690.20"
04-12-2007,"17,528.48","79,456.25","144,422.11","1,690.20"
04-11-2007,"17,283.82","79,800.98","143,538.38","1,690.20"
04-10-2007,"17,358.46","81,231.70","144,147.10","1,708.07"
04-09-2007,"17,275.53","80,714.56","144,675.49","1,672.34"
04-06-2007,"17,283.82","81,602.30","145,695.18","1,662.72"
04-05-2007,"17,283.82","81,602.30","145,695.18","1,662.72"
04-04-2007,"17,221.62","81,248.93","145,543.77","1,685.39"
04-03-2007,"17,080.63","81,447.18","146,031.98","1,633.86"
04-02-2007,"16,761.33","80,714.56","141,684.39","1,613.25"
03-30-2007,"16,500.08","80,076.79","141,570.07","1,593.32"
03-29-2007,"16,508.37","80,800.76","142,422.90","1,611.19"
03-28-2007,"16,313.47","80,361.22","142,719.53","1,606.38"
03-27-2007,"16,325.91","82,274.56","143,257.19","1,620.12"
03-26-2007,"16,176.63","82,610.70","143,683.61","1,598.13"
03-23-2007,"16,164.19","80,602.54","142,704.08","1,630.43"
03-22-2007,"16,375.67","80,981.76","142,768.97","1,587.14"
03-21-2007,"16,504.22","80,904.20","141,072.58","1,583.71"
03-20-2007,"15,998.32","78,844.29","137,590.18","1,544.54"
03-19-2007,"15,944.41","78,542.64","138,192.73","1,467.59"
03-16-2007,"15,695.60","77,215.35","136,221.33","1,444.23"
03-15-2007,"15,666.57","77,198.12","137,871.37","1,453.85"
03-14-2007,"15,790.98","77,568.72","138,430.66","1,450.41"
03-13-2007,"15,683.16","76,189.72","136,894.94","1,411.94"
03-12-2007,"16,093.69","77,456.68","140,516.39","1,448.35"
03-09-2007,"16,106.13","75,819.12","139,963.28","1,446.98"
03-08-2007,"15,799.27","75,844.99","140,507.12","1,459.34"
03-07-2007,"15,907.09","75,603.66","140,791.39","1,455.22"
03-06-2007,"15,998.32","76,008.73","141,381.58","1,473.09"
03-05-2007,"15,363.86","74,396.94","136,250.68","1,446.98"
03-02-2007,"15,629.25","73,612.73","135,550.80","1,531.49"
03-01-2007,"16,110.28","75,034.81","138,501.73","1,568.59"
02-28-2007,"16,230.54","72,923.22","137,602.30","1,547.98"
02-27-2007,"16,101.99","72,337.16","137,394.11","1,516.34"
02-26-2007,"16,952.04","76,405.20","142,341.61","1,587.01"
02-23-2007,"16,910.61","76,767.19","144,083.64","1,614.45"
02-22-2007,"17,001.84","77,146.40","145,684.84","1,629.55"
02-21-2007,"17,109.66","76,879.23","145,687.90","1,604.85"
02-20-2007,"17,213.33","74,035.05","144,536.75","1,613.08"
02-19-2007,"16,724.00","73,112.83","143,875.45","1,569.17"
02-16-2007,"16,724.00","73,112.83","143,875.45","1,569.17"
02-15-2007,"16,584.84","73,440.35","141,282.30","1,543.78"
02-14-2007,"16,617.96","73,517.91","142,647.77","1,550.64"
02-13-2007,"16,274.34","73,000.80","140,556.71","1,571.23"
02-12-2007,"16,083.90","73,155.93","140,308.72","1,587.01"
02-09-2007,"16,030.08","71,768.31","141,410.89","1,585.63"
02-08-2007,"16,187.40","74,276.37","144,209.17","1,629.55"
02-07-2007,"16,137.72","74,250.50","143,896.89","1,571.23"
02-06-2007,"15,843.78","72,526.77","144,346.94","1,531.43"
02-05-2007,"15,384.24","72,345.78","143,024.34","1,550.64"
02-02-2007,"15,401.80","73,043.88","147,414.63","1,567.11"
02-01-2007,"15,941.42","72,895.02","147,491.17","1,559.56"
01-31-2007,"15,517.14","73,746.63","153,537.77","1,565.05"
01-30-2007,"15,261.75","73,591.81","151,339.56","1,573.28"
01-29-2007,"15,418.28","73,927.28","150,773.17","1,547.21"
01-26-2007,"15,179.36","73,445.56","151,804.92","1,588.38"
01-25-2007,"15,274.10","74,193.96","149,432.21","1,595.24"
01-24-2007,"15,348.25","74,581.05","152,793.81","1,560.93"
01-23-2007,"15,006.35","73,720.84","146,664.55","1,489.67"
01-22-2007,"15,220.55","74,658.46","147,212.57","1,499.26"
01-19-2007,"15,249.39","76,129.45","149,940.43","1,544.44"
01-18-2007,"15,232.91","76,619.78","149,352.60","1,523.22"
01-17-2007,"15,603.64","81,677.87","152,245.79","1,562.92"
01-16-2007,"15,924.94","83,435.48","154,388.89","1,556.76"
01-15-2007,"15,735.46","81,304.47","154,609.32","1,554.71"
01-12-2007,"15,735.46","81,304.47","154,609.32","1,554.71"
01-11-2007,"15,405.92","82,318.41","152,992.81","1,659.45"
01-10-2007,"15,302.94","83,349.54","149,851.64","1,647.81"
01-09-2007,"15,562.45","79,542.96","148,639.26","1,642.34"
01-08-2007,"15,447.11","73,442.13","148,051.44","1,631.38"
01-05-2007,"15,805.49","73,081.23","149,156.66","1,698.47"
01-04-2007,"16,023.80","73,605.37","147,953.47","1,735.44"
01-03-2007,"15,941.42","72,007.14","143,155.99","1,821.70"
01-02-2007,"16,254.48","72,900.79","140,979.21","1,770.35"
01-01-2007,"16,254.48","72,900.79","140,979.21","1,770.35"
12-29-2006,"16,254.48","72,900.79","140,979.21","1,770.35"
12-28-2006,"16,563.42","68,981.10","141,616.02","1,786.79"
12-27-2006,"16,596.38","69,535.54","143,290.69","1,813.48"
12-26-2006,"16,394.54","69,527.01","140,076.05","1,837.44"
12-25-2006,"16,575.78","70,115.58","139,479.04","1,793.63"
12-22-2006,"16,575.78","70,115.58","139,479.04","1,793.63"
12-21-2006,"16,431.61","70,712.67","139,668.86","1,834.02"
12-20-2006,"16,481.04","72,299.21","141,720.11","1,873.04"
12-19-2006,"16,238.00","73,621.36","143,474.39","1,852.51"
12-18-2006,"16,172.10","72,904.85","141,689.49","1,823.75"
12-15-2006,"16,481.04","74,824.07","147,047.24","1,889.47"
12-14-2006,"16,073.24","75,532.05","147,604.45","1,900.43"
12-13-2006,"15,859.04","75,958.54","146,646.18","1,944.24"
12-12-2006,"15,842.56","73,476.34","147,500.35","1,942.19"
12-11-2006,"15,937.30","75,702.63","148,158.59","1,949.03"
12-08-2006,"15,842.56","75,284.67","148,213.70","1,892.90"
12-07-2006,"15,702.50","74,244.03","147,763.65","1,898.37"
12-06-2006,"16,023.80","76,623.87","149,622.02","1,949.72"
12-05-2006,"16,056.76","77,852.16","149,098.49","1,984.63"
12-04-2006,"16,106.19","77,724.22","148,440.26","1,980.52"
12-01-2006,"16,233.89","77,894.82","147,200.32","2,016.81"
11-30-2006,"16,616.97","78,184.84","148,428.01","2,004.49"
11-29-2006,"16,736.43","78,304.25","148,379.03","1,998.32"
11-28-2006,"16,855.89","78,312.78","149,863.89","1,974.36"
11-27-2006,"16,827.05","76,376.51","148,409.64","1,983.26"
11-24-2006,"17,469.65","78,159.26","154,609.32","2,009.96"
11-23-2006,"17,696.21","77,033.31","155,530.85","2,025.71"
11-22-2006,"17,696.21","77,033.31","155,530.85","2,025.71"
11-21-2006,"17,523.20","75,574.69","156,032.95","2,003.80"
11-20-2006,"17,482.01","73,757.83","151,563.06","1,990.79"
11-17-2006,"17,527.32","73,228.98","152,708.09","1,979.84"
11-16-2006,"17,646.78","73,024.27","151,823.29","2,003.80"
11-15-2006,"17,547.92","71,693.59","150,607.85","2,036.66"
11-14-2006,"17,098.92","72,503.94","149,802.66","1,991.48"
11-13-2006,"16,472.80","71,949.51","147,270.74","2,018.86"
11-10-2006,"16,172.10","70,900.32","144,980.68","2,011.33"
11-09-2006,"15,999.09","71,087.98","144,699.02","1,979.84"
11-08-2006,"16,258.60","70,328.81","145,424.61","1,968.29"
11-07-2006,"15,970.25","68,674.03","143,831.69","1,883.78"
11-06-2006,"15,739.58","67,991.63","145,164.79","1,857.88"
11-03-2006,"15,430.64","66,780.39","143,596.73","1,819.72"
11-02-2006,"15,426.52","67,368.96","143,022.09","1,819.72"
11-01-2006,"15,471.83","67,522.48","142,288.58","1,877.65"
10-31-2006,"15,690.15","69,160.23","144,994.35","1,885.14"
10-30-2006,"15,714.86","68,597.24","145,049.14","1,902.18"
10-27-2006,"15,751.94","68,588.72","144,632.16","1,880.37"
10-26-2006,"15,776.65","70,107.05","147,645.33","1,891.28"
10-25-2006,"15,785.77","69,672.01","148,102.18","1,890.60"
10-24-2006,"14,089.05","69,134.63","144,056.92","1,865.38"
10-23-2006,"13,774.85","69,484.36","146,330.49","1,573.00"
10-20-2006,"13,644.97","68,196.36","139,905.44","1,513.84"
10-19-2006,"13,632.41","67,377.48","129,675.88","1,507.03"
10-18-2006,"13,536.05","63,573.15","127,621.45","1,524.05"
10-17-2006,"13,603.08","63,368.44","128,026.25","1,547.19"
10-16-2006,"13,657.54","64,315.26","128,364.09","1,580.55"
10-13-2006,"13,959.18","63,991.11","130,053.29","1,579.18"
10-12-2006,"14,055.54","64,195.85","130,095.90","1,593.48"
10-11-2006,"13,787.41","62,464.28","129,809.80","1,591.44"
10-10-2006,"13,665.92","62,959.01","129,855.45","1,607.77"
10-09-2006,"13,984.32","63,658.46","130,570.70","1,633.64"
